Rid;status;fecha_dictamen
47842-38319-FL;aprobado;2018-01-05
70840-46159-IA;aprobado;1996-08-06
95619-82163-MF;rechazado;2001-07-06
77044-72351-BI;rechazado;2018-03-25
74461-72782-EB;rechazado;2016-06-26
16503-37302-BD;aprobado;2011-11-30
772-77603-DB;aprobado;1988-12-10
18642-73174-BB;rechazado;2016-02-03
17228-3064-MM;aprobado;2014-09-22
27069-62591-KF;aprobado;2014-11-15
46089-64886-FD;rechazado;2009-03-28
3745-30024-FG;aprobado;2019-05-08
77927-41652-AE;aprobado;2019-07-19
99473-82631-BE;rechazado;2019-08-27
46312-65664-OI;rechazado;2018-04-07
90429-36681-LM;aprobado;2016-02-13
56670-69690-NE;aprobado;2018-02-27
94976-35914-BB;rechazado;2005-03-16
53700-56432-IB;aprobado;2013-04-23
87920-12322-GM;rechazado;2011-09-06
95580-80242-AG;aprobado;2016-01-06
75641-27577-KE;rechazado;2017-06-17
11698-17269-GG;aprobado;2012-01-20
70803-2500-FA;aprobado;2019-08-12
73341-28996-HD;rechazado;2004-04-01
37724-4760-EE;aprobado;2018-04-12
29414-34696-KF;rechazado;2014-07-22
37166-48188-KE;rechazado;2019-08-02
51806-27866-EI;aprobado;1999-12-29
76889-13160-GM;rechazado;1997-10-31
83687-78588-BF;aprobado;2000-08-04
40525-27952-FH;aprobado;2005-01-11
87079-72213-HH;aprobado;2018-08-10
34823-55667-OO;aprobado;2017-08-11
57366-40429-DK;aprobado;2018-03-14
50662-64907-DB;aprobado;2005-11-09
18261-63848-NB;rechazado;2011-12-04
46357-59986-GB;rechazado;2017-01-31
23413-42861-IJ;aprobado;2018-07-26
37480-31228-AO;rechazado;2017-04-08
61983-62485-LB;rechazado;2018-12-30
28904-6829-DK;rechazado;2019-06-26
58413-913-LB;rechazado;1988-10-09
99665-71158-BK;aprobado;2011-10-26
57206-54530-DD;aprobado;2007-05-22
78898-94927-BN;rechazado;1992-10-12
22773-32540-GK;aprobado;2019-08-02
54323-48069-BB;aprobado;2018-07-27
92680-33292-ID;rechazado;2009-07-30
54320-63443-IG;rechazado;1984-12-23
25560-62492-IF;rechazado;2019-05-17
34379-59717-IF;rechazado;2012-12-13
84402-80852-OF;rechazado;2002-04-14
19834-44866-KH;aprobado;2017-10-13
70956-36162-DE;aprobado;2018-02-03
33429-60129-JB;rechazado;2016-05-02
35514-43848-JL;rechazado;2009-11-28
25251-67670-BJ;rechazado;2016-11-18
56452-53818-KL;aprobado;1995-06-02
74760-34547-AM;aprobado;1989-08-07
79002-3443-MF;rechazado;2019-04-07
73255-18796-LG;rechazado;2019-06-12
9382-11896-GJ;aprobado;2018-06-10
86035-37342-LK;aprobado;2009-12-24
13118-46964-NG;rechazado;2013-01-12
87267-3789-AN;rechazado;2018-05-18
54666-43312-HG;aprobado;2017-04-08
91497-47373-AM;rechazado;2015-09-07
22449-69777-OL;rechazado;1974-09-25
66157-28678-DB;rechazado;2017-02-26
72791-38993-ME;rechazado;2019-06-28
54255-53453-LH;aprobado;2018-12-10
65594-17989-BA;aprobado;2007-07-29
5606-48994-GG;aprobado;2015-03-14
8832-44419-GO;rechazado;2018-02-16
40701-75051-OF;aprobado;2019-05-24
54278-71074-LM;rechazado;2015-08-02
78658-80170-BA;rechazado;2013-09-13
25421-78810-EI;rechazado;2012-10-24
29342-43591-EJ;rechazado;2015-02-09
81320-70549-ED;rechazado;1973-05-15
89035-78027-BK;rechazado;2012-12-04
77544-16087-ND;rechazado;2014-05-08
52271-62239-NA;rechazado;1987-04-25
49914-18228-EO;aprobado;2010-03-20
53092-57870-IK;aprobado;2016-07-19
82175-37613-NA;rechazado;1989-07-09
46636-91960-GI;rechazado;2007-01-13
9775-26500-DB;rechazado;2015-11-09
22519-82571-EB;rechazado;2018-12-31
75370-89021-KJ;rechazado;2019-02-16
37596-86844-LJ;rechazado;2009-11-20
6152-92269-OF;rechazado;1992-03-10
88027-9716-IG;aprobado;2016-04-12
70903-65750-FN;rechazado;2018-03-30
26633-65881-KM;rechazado;2012-08-18
97380-26930-JD;aprobado;2017-09-08
16076-75777-HG;rechazado;2014-01-30
11641-34307-IJ;aprobado;2018-06-07
25509-30252-GB;rechazado;2017-11-12
73320-42264-KK;aprobado;2007-12-25
40868-84822-MB;aprobado;2012-10-09
47853-21136-BD;aprobado;2006-09-02
90211-78689-NG;rechazado;2019-08-26
1599-59083-NL;rechazado;2000-09-20
98510-75106-MB;aprobado;1999-03-30
78386-7425-LB;rechazado;2019-05-20
37911-51049-GB;rechazado;2018-02-17
85214-87335-HK;rechazado;2019-08-16
83333-17784-OI;aprobado;1991-10-24
26458-21930-AO;rechazado;2017-05-02
43980-91445-GF;aprobado;2015-11-11
3186-41407-HD;aprobado;2019-07-09
48895-50224-BO;aprobado;2019-05-06
39077-17093-IO;rechazado;2016-11-01
95639-66226-KA;rechazado;2002-01-13
66203-16639-HB;aprobado;2018-05-25
18723-61185-NL;rechazado;2018-02-11
41719-34380-HN;aprobado;2012-01-14
1671-13940-FB;aprobado;1992-10-27
47987-72458-NA;rechazado;2018-10-07
227-34265-AJ;rechazado;2018-01-22
68232-33256-BE;rechazado;2011-10-22
37574-50937-IO;rechazado;2017-05-15
16168-65139-HL;aprobado;2017-03-12
70909-4295-FI;rechazado;2017-04-11
54728-45409-MH;rechazado;1997-08-11
50212-33116-MJ;rechazado;2009-06-10
65076-92515-FA;aprobado;2017-07-08
1870-81037-GN;rechazado;2013-04-20
7778-81018-OO;rechazado;2015-09-17
46798-97702-AB;rechazado;2009-05-11
60125-88020-EJ;aprobado;1995-08-07
23331-39321-EA;rechazado;2019-04-04
8847-70563-GA;aprobado;2016-06-16
78927-34906-AF;aprobado;2013-12-03
76002-31884-HB;aprobado;2011-02-07
22419-89006-MN;aprobado;2009-05-15
24676-34240-MD;rechazado;2018-11-15
58039-4526-DN;rechazado;1980-01-05
24514-730-FM;rechazado;2016-03-06
23788-66193-BD;rechazado;2018-05-03
5201-79340-GL;rechazado;2019-03-11
31390-10675-JI;aprobado;1990-06-17
79438-70598-OA;aprobado;1999-05-10
17949-48556-JA;rechazado;2017-07-23
73862-79566-NH;rechazado;2018-05-02
14105-17965-NF;aprobado;2018-09-21
79531-56651-LH;rechazado;2008-02-17
14031-50854-DI;aprobado;1969-12-30
92571-15775-IG;aprobado;2009-11-26
28515-47758-HA;aprobado;2015-12-26
66801-89792-MN;rechazado;2016-11-23
5332-26842-JN;rechazado;2019-08-05
19997-23211-BK;aprobado;1985-06-15
22684-50841-DL;aprobado;2003-05-14
74518-75950-BE;aprobado;2007-10-20
41314-95451-KA;rechazado;1993-03-05
88280-15844-GF;rechazado;2019-03-04
89113-30145-NE;aprobado;2019-02-27
20495-64198-KA;aprobado;2016-05-08
31612-27030-GN;aprobado;2012-12-25
56633-55074-MH;rechazado;2015-08-29
99687-54592-NF;aprobado;2018-03-28
88104-35890-NB;rechazado;2017-06-08
73598-14413-EL;aprobado;2016-04-04
24053-31033-EH;aprobado;1996-02-15
17636-7621-BE;aprobado;2005-03-25
87414-9611-GL;aprobado;2014-07-31
45806-17701-BD;rechazado;1999-05-09
47238-166-AO;aprobado;2013-07-25
97851-38763-KB;aprobado;2018-07-17
23059-52229-IO;aprobado;2014-10-31
59766-622-AD;rechazado;1996-01-08
73961-74990-OI;rechazado;1997-09-19
38445-14261-KI;rechazado;2017-05-16
8408-55431-HD;rechazado;2011-08-19
58310-81724-EM;rechazado;2015-01-03
38317-81420-LK;rechazado;2016-07-06
13113-91204-IB;aprobado;2010-08-04
88355-75891-DO;rechazado;2006-12-01
18375-32934-HA;rechazado;2019-02-17
43937-17188-FK;aprobado;2012-08-10
84781-76951-OM;aprobado;2014-08-16
40917-85780-OG;rechazado;2011-01-03
22569-85132-EO;rechazado;2019-01-18
25648-25070-ML;aprobado;2019-05-16
62210-85464-BE;rechazado;2005-03-03
81340-3193-BF;aprobado;1994-01-27
69702-57651-GF;rechazado;2019-05-07
20294-68376-MI;rechazado;2014-07-12
62438-58719-ID;rechazado;2010-11-20
98872-17698-DB;aprobado;1995-10-27
87345-98996-FN;rechazado;1989-07-12
61716-54477-GH;rechazado;1996-05-05
35747-61648-GI;rechazado;2015-05-31
91609-9651-NA;rechazado;2015-09-14
29882-86331-BE;aprobado;2003-11-04
67925-92389-AM;aprobado;2013-01-12
63632-88004-NO;rechazado;1973-03-19
36238-26381-HE;aprobado;2004-04-10
4436-2326-IK;rechazado;2018-08-22
5930-54688-NB;rechazado;2017-05-12
23452-61348-AE;aprobado;2018-06-24
86127-94020-IG;rechazado;2018-03-07
15117-86590-BE;aprobado;2019-08-30
52501-35380-BA;rechazado;2019-05-04
10297-96037-NB;rechazado;2019-01-04
18699-22073-FF;aprobado;2010-03-24
39740-33960-AE;rechazado;2019-06-13
73187-45555-LG;aprobado;2015-04-01
18030-36968-NJ;aprobado;2019-05-27
93856-11256-BG;aprobado;2007-04-17
2253-23657-AK;aprobado;2019-04-29
92284-59559-KK;rechazado;2019-08-23
72863-84806-KE;rechazado;2018-03-24
54164-4511-DB;rechazado;1998-09-27
51938-21205-OJ;rechazado;1996-07-10
40946-82076-LO;rechazado;2015-05-27
43995-44394-MM;aprobado;2018-07-28
53774-66575-MB;rechazado;2018-05-08
67830-43035-BN;aprobado;2014-07-02
71513-92419-OA;aprobado;1999-05-20
3586-19278-BL;aprobado;2019-02-16
21728-78263-KG;aprobado;2016-07-23
86680-48983-OI;rechazado;2003-07-31
53761-16248-JH;rechazado;2011-02-24
79431-80670-LF;rechazado;1990-11-14
46358-99061-OO;aprobado;1994-04-11
67745-25836-HO;aprobado;2019-02-17
78766-65377-ML;rechazado;2017-10-04
1889-67972-MO;aprobado;2016-08-21
21780-67227-EE;rechazado;2018-04-30
63996-26058-DI;rechazado;2019-07-07
92065-31029-BA;aprobado;2016-12-08
55755-56717-BD;rechazado;1999-01-29
67349-49899-HF;rechazado;2006-02-25
15499-11395-BK;rechazado;1971-02-01
78952-5907-EF;aprobado;2014-04-23
39898-58963-LH;aprobado;2010-10-22
17765-54876-GE;rechazado;2017-05-01
31087-51550-DK;rechazado;2019-08-17
75190-29365-KA;rechazado;2009-08-26
11196-6830-JF;aprobado;2002-04-26
53633-38143-FO;rechazado;2016-01-27
87545-5148-DM;aprobado;2012-03-12
22793-36725-DH;aprobado;1997-09-07
5880-50821-KB;aprobado;2019-04-06
34887-50690-FJ;aprobado;2004-08-25
36124-42584-BH;rechazado;2016-09-14
30892-82624-LH;rechazado;1993-07-10
46213-77123-AI;aprobado;2010-01-23
69260-49230-DD;rechazado;2008-12-02
13827-22125-NI;rechazado;2018-04-12
77091-52112-BB;aprobado;1994-04-03
16561-56709-DI;rechazado;2018-12-11
19133-4266-FO;rechazado;2017-01-09
23260-58469-BG;rechazado;1992-01-22
12661-73432-IE;aprobado;2007-02-21
26031-677-MB;rechazado;2007-10-25
92732-20240-NA;rechazado;2009-04-12
83612-36874-EN;rechazado;2018-12-05
32735-96762-FJ;rechazado;2016-03-14
87973-82136-BB;aprobado;2015-01-18
55320-17047-BA;aprobado;2012-09-16
16834-16078-EA;aprobado;1995-07-10
95677-87702-IA;rechazado;1985-11-01
76674-16027-NJ;rechazado;2016-01-04
17173-54488-OA;rechazado;2019-06-29
99503-33039-MA;rechazado;1995-11-26
28177-20876-EB;aprobado;1982-05-12
15963-32663-FD;rechazado;2010-06-16
26116-55035-KB;aprobado;2015-04-27
90077-64093-FF;rechazado;2013-05-13
3831-95115-IE;rechazado;2006-07-03
47014-81990-AK;rechazado;2011-03-27
13216-18575-KH;rechazado;2019-04-12
42444-63954-DD;rechazado;2015-06-29
75054-76434-NE;rechazado;2015-02-05
56899-69529-BN;aprobado;2019-04-20
46288-28815-LH;rechazado;2008-09-24
52159-40798-EB;aprobado;2000-01-24
60866-18656-FB;aprobado;2007-01-26
12342-9658-LH;aprobado;1995-02-04
60817-10105-GE;aprobado;2008-11-24
18743-65639-BO;aprobado;2018-07-15
71959-72466-AO;rechazado;2014-06-16
59332-18424-DA;aprobado;2019-08-09
81752-96365-GD;aprobado;2018-04-11
5639-16870-MB;rechazado;2013-10-20
77633-50657-DA;aprobado;2013-04-26
25599-34576-AE;aprobado;2015-08-23
29657-4103-IF;rechazado;2011-11-14
49688-92691-FE;rechazado;2019-08-18
70137-56890-HN;rechazado;2013-08-21
68856-40737-NK;rechazado;2001-09-22
82195-14046-LO;aprobado;2016-12-08
28600-8488-HJ;aprobado;2002-06-30
56647-42502-AD;rechazado;2018-01-12
60038-57619-BO;rechazado;2019-06-28
15914-82677-BI;rechazado;2019-07-03
35182-19831-HH;rechazado;2000-05-06
47444-41443-FH;rechazado;1996-11-13
7934-32949-KE;rechazado;2010-06-12
67183-7387-FA;aprobado;1994-03-16
86588-91383-JD;rechazado;2000-01-05
61597-66009-IM;rechazado;2011-09-22
46320-8513-NN;rechazado;2016-03-06
87829-17879-BM;aprobado;1985-01-07
19257-66234-EB;rechazado;2010-12-11
67525-44905-OA;aprobado;2017-10-30
7895-68461-OJ;aprobado;2004-07-27
33633-19647-OL;rechazado;2011-11-24
79161-17288-BA;aprobado;1999-06-02
84644-52766-KF;aprobado;2009-04-25
70381-51138-OM;rechazado;1994-10-15
86037-18059-MO;rechazado;2014-07-02
8999-42371-AH;aprobado;2001-06-26
1899-25603-MN;aprobado;1984-09-25
88641-24696-GO;aprobado;2016-05-05
70434-40618-BA;aprobado;2017-11-25
99640-97447-FG;aprobado;2019-03-13
98130-23480-OA;aprobado;2019-08-27
96548-74673-HO;rechazado;2017-12-03
92749-97770-BO;aprobado;2018-10-14
41319-78582-JM;aprobado;2018-12-03
76011-68346-EO;aprobado;2018-09-22
52841-57823-ID;rechazado;2018-08-23
52530-31141-LE;aprobado;1999-07-27
65722-41979-AG;rechazado;2017-10-16
14765-40161-KM;rechazado;2019-02-06
43480-26468-BA;aprobado;1993-09-25
30720-19511-BF;aprobado;2010-11-16
43266-80914-GA;rechazado;2012-01-31
89011-68127-KK;rechazado;2002-06-30
84411-45006-KK;rechazado;2017-10-14
93424-71561-BO;rechazado;2018-08-26
36287-34715-HF;aprobado;2010-05-03
33685-28233-DO;aprobado;1995-03-23
34427-80802-KN;aprobado;2014-12-06
83406-55486-LK;rechazado;2019-03-02
11290-61850-GE;aprobado;2019-04-03
52881-82973-BJ;rechazado;2012-03-11
19385-82093-AJ;aprobado;2011-04-23
29511-32952-MN;rechazado;2019-08-20
52215-90963-JD;aprobado;2018-12-14
2293-10939-DN;rechazado;2011-09-06
92749-43026-BG;aprobado;1992-11-20
7396-80687-GK;aprobado;2019-03-31
46858-46602-BJ;aprobado;2004-09-28
9690-71077-NB;rechazado;2016-04-30
96415-12979-DK;aprobado;2001-07-23
4482-90530-OM;aprobado;1997-10-18
23089-62116-DM;rechazado;2002-05-31
98898-88465-FL;rechazado;1975-03-09
74555-7557-JA;aprobado;2017-07-08
59481-17423-DG;aprobado;2018-01-30
52815-71131-LO;rechazado;2019-08-01
72601-12798-BI;rechazado;2000-01-01
57419-14597-HO;rechazado;2019-05-26
54082-25486-JA;rechazado;1998-07-01
58490-29388-BO;rechazado;2019-08-28
73973-45133-HF;aprobado;1995-12-21
5077-87269-FA;rechazado;2008-08-16
4107-17683-AE;rechazado;2018-09-08
45760-84407-HB;rechazado;2013-06-26
65891-21432-OD;aprobado;2018-12-29
81498-13737-NL;aprobado;2017-10-12
15773-43001-OK;aprobado;2017-06-24
1048-1576-JF;rechazado;2000-10-22
56348-90944-BB;rechazado;2013-01-08
65662-54822-OH;aprobado;2017-02-13
95297-81760-LN;rechazado;2015-04-02
74819-3605-AK;rechazado;2005-12-29
20124-29706-DL;rechazado;2007-05-16
43773-38360-HO;rechazado;2018-04-22
72493-29886-KH;aprobado;2004-06-25
81142-59386-ME;aprobado;1982-05-11
77610-37-OB;rechazado;2019-08-06
98968-29143-IJ;aprobado;2018-09-14
26953-83996-KE;rechazado;2018-07-30
16279-75937-JI;rechazado;2018-09-02
59350-46142-KJ;rechazado;2010-05-20
13773-15136-HB;aprobado;2009-05-30
6375-82595-HF;rechazado;2013-12-25
86908-27228-HH;rechazado;2019-05-02
93213-15506-GL;rechazado;2018-07-21
44625-48291-GA;rechazado;2007-08-24
76442-80743-HL;aprobado;2012-09-24
29354-32901-NI;aprobado;2015-12-27
14477-18964-OD;rechazado;2014-12-26
54619-8930-BG;rechazado;1991-03-17
66478-4933-NG;aprobado;2017-08-21
22979-99943-MO;aprobado;2011-07-05
18961-97544-KD;aprobado;2019-05-24
85856-95158-MB;aprobado;1985-09-05
34083-71049-OO;rechazado;2007-05-16
29318-34865-EA;aprobado;2003-10-01
97840-52918-NK;rechazado;2017-07-28
89847-59126-NN;aprobado;2017-02-01
91562-88497-KE;rechazado;2019-08-11
46699-75218-ED;rechazado;2018-03-04
7348-34541-HB;rechazado;2000-02-06
56369-8332-AD;rechazado;2002-05-04
17958-3267-NG;aprobado;2015-10-17
55181-77178-LN;rechazado;1997-08-08
56713-62803-AE;aprobado;2019-06-01
13253-98183-EB;rechazado;2008-06-08
35476-37213-FG;aprobado;2012-09-03
17793-70475-NF;aprobado;2015-06-20
53776-85965-NG;aprobado;2019-06-27
8700-73071-MD;rechazado;2012-02-27
71811-42782-MH;aprobado;2017-11-03
98474-86225-KD;rechazado;2016-07-16
89437-87142-BI;aprobado;2019-08-11
51263-79843-MB;aprobado;2019-06-20
34737-17127-ED;aprobado;2009-11-20
36098-1854-HO;aprobado;2015-05-15
65658-26378-JJ;rechazado;2019-08-24
90919-23833-FK;rechazado;1997-02-12
72208-78137-JA;aprobado;2019-05-08
63620-41909-BG;rechazado;2017-02-01
51912-87752-LL;rechazado;1982-02-08
20204-52986-HD;rechazado;1996-08-16
69099-63486-KE;aprobado;2018-11-30
73402-78680-HF;rechazado;2011-01-19
37170-9166-BI;rechazado;2017-05-31
44872-57274-HI;rechazado;2016-04-20
90758-65896-BD;rechazado;2019-07-08
94831-48106-HL;rechazado;1975-02-23
49854-87732-AK;aprobado;2006-05-28
50645-69919-DM;aprobado;2017-03-01
12290-64424-OE;aprobado;2017-07-28
91571-60062-AN;aprobado;2009-12-01
88995-64668-IA;rechazado;1999-10-25
17638-67276-NH;aprobado;1997-06-16
89603-37807-HG;aprobado;2018-03-13
40743-10883-DB;aprobado;1994-09-13
51697-44766-EA;rechazado;2016-08-07
51819-80058-KF;rechazado;2019-08-01
77898-10604-IG;aprobado;2016-10-06
16073-21902-BH;aprobado;2019-07-03
9310-48628-FL;aprobado;2017-05-06
81341-44442-OF;aprobado;2011-01-12
50894-3795-JE;aprobado;2003-01-03
36513-64327-AE;aprobado;2015-11-22
68565-94447-LJ;rechazado;2014-05-25
23329-59331-OA;rechazado;2015-04-18
33410-42093-IJ;aprobado;2014-05-16
30056-17350-BH;aprobado;2018-06-21
84813-42647-FD;aprobado;2018-08-08
92474-66064-NN;rechazado;2010-01-17
54701-95462-GL;rechazado;2019-07-02
45370-75523-OG;rechazado;1988-05-07
30961-40858-OB;aprobado;2016-10-04
78396-28833-JO;rechazado;2006-12-18
44024-84022-IE;aprobado;2016-08-04
39079-20547-AH;rechazado;2018-08-25
51790-65795-GE;aprobado;2019-07-25
57835-44880-DE;rechazado;2004-06-29
79292-20475-GB;rechazado;2011-10-03
86066-53347-FF;rechazado;2003-12-18
36234-19203-FN;aprobado;1990-08-10
78884-56156-FK;aprobado;1996-07-07
37715-61674-AA;rechazado;2008-10-03
78230-5797-EG;rechazado;2019-04-25
50340-35367-JB;rechazado;1995-04-25
51430-61935-AI;rechazado;2015-12-22
27689-72567-DG;rechazado;1991-03-08
38745-62800-KH;rechazado;1995-07-18
50150-12462-HG;aprobado;2017-05-14
64372-18798-IO;rechazado;2019-04-03
97475-36107-AF;aprobado;2016-07-03
64269-40017-NM;aprobado;2016-06-26
4499-73289-OM;aprobado;2019-04-03
86519-31611-HH;aprobado;2019-02-24
17381-45899-LF;aprobado;2013-06-03
88293-52542-NL;rechazado;1989-06-16
59600-64091-JH;aprobado;2009-09-17
80705-74676-LH;aprobado;2011-08-25
16515-59243-NI;rechazado;2018-08-14
38116-72701-HF;rechazado;2004-12-03
51834-24227-NE;rechazado;2014-11-11
5458-21013-DH;rechazado;1995-01-03
20647-69613-FH;rechazado;2019-01-05
92860-70226-OJ;rechazado;2015-02-13
25275-20504-JH;aprobado;2014-08-14
2241-19669-KO;aprobado;2016-03-24
53724-36122-MJ;aprobado;1976-02-06
45573-95932-JN;rechazado;2003-10-16
65074-9664-HE;aprobado;2017-05-23
9928-48956-MN;aprobado;2018-10-30
627-72034-IG;aprobado;2014-09-21
88772-82934-NE;rechazado;1992-02-04
6373-70087-BL;aprobado;2017-11-23
93791-83240-HJ;rechazado;1992-01-12
80360-65941-FE;aprobado;2012-08-29
65927-69316-DN;aprobado;2014-01-13
32881-41955-EB;aprobado;2012-04-19
37913-38544-OH;aprobado;2010-02-18
76268-80945-IL;aprobado;1985-07-23
5713-97437-OJ;rechazado;2019-04-21
62213-81405-NF;rechazado;2006-01-18
99845-58699-BJ;aprobado;2019-05-18
42478-49124-AN;aprobado;2014-07-07
93953-82782-DB;aprobado;2019-07-08
83283-93109-OL;rechazado;2019-03-23
6127-42377-BN;aprobado;2019-07-29
7095-36191-ME;rechazado;2018-04-07
90868-18488-LL;rechazado;2016-11-17
81871-20219-GL;aprobado;1987-04-08
58606-60079-MF;rechazado;1964-09-30
55323-42065-DI;aprobado;2018-08-15
83990-6923-MO;aprobado;2012-06-09
11539-58111-OJ;aprobado;2014-12-15
54742-21401-DK;aprobado;2017-07-16
61635-66510-BG;aprobado;2015-01-27
84159-43996-GK;rechazado;2002-10-26
9259-38806-AG;rechazado;2009-11-08
61434-62529-BG;aprobado;2018-11-13
42677-98248-FO;aprobado;2019-08-07
78264-43001-OM;aprobado;2007-04-12
6474-21852-BE;aprobado;2012-08-01
1944-7535-GO;rechazado;2018-08-25
56250-67092-MI;rechazado;2018-07-27
99285-71398-MG;rechazado;2018-07-12
15957-37860-GM;aprobado;2016-12-14
79367-34965-IE;rechazado;2018-11-28
30762-38914-FH;rechazado;2015-01-27
99050-85831-MB;rechazado;2001-03-10
74972-39603-EA;rechazado;2019-07-03
92868-98666-BA;aprobado;2010-11-29
40575-28667-MB;aprobado;2018-08-02
83099-69985-IB;aprobado;2001-03-31
55066-89137-HM;rechazado;1981-11-07
11270-2133-FH;aprobado;2010-07-05
13928-22629-FB;rechazado;2011-03-02
19384-33754-BH;rechazado;2016-10-30
32926-46394-JE;aprobado;1990-06-29
7167-17071-MN;aprobado;2019-04-07
64620-8221-FJ;rechazado;2016-12-31
23374-78536-DO;aprobado;2019-04-15
42463-43806-OE;rechazado;2010-05-28
87810-14844-DB;aprobado;2017-06-16
16533-76720-MH;rechazado;1980-11-15
34741-49101-BF;rechazado;2007-04-07
66675-71715-BK;rechazado;1996-04-14
28103-76944-KH;aprobado;2017-03-23
49632-29899-JF;rechazado;2009-01-20
80831-10898-OB;rechazado;2018-09-26
74126-66371-JI;rechazado;2019-04-16
42079-71220-AD;rechazado;1985-01-30
